0,0.0101042
1,0.010206251
2,0.010310386
3,0.010416667
4,0.010525162
5,0.010635941
6,0.010749076
7,0.010864645
8,0.010982725
9,0.0111034
10,0.011226757
11,0.011352886
12,0.01148188
13,0.01161384
14,0.011748868
15,0.011887073
16,0.012028568
17,0.012173472
18,0.01232191
19,0.012474012
20,0.012629917
21,0.012789768
22,0.012953717
23,0.013121925
24,0.013294558
25,0.013471793
26,0.013653819
27,0.01384083
28,0.014033036
29,0.014230655
30,0.01443392
31,0.014643075
32,0.014858381
33,0.015080113
34,0.015308563
35,0.015544041
36,0.015786877
37,0.016037421
38,0.016296045
39,0.016563147
40,0.016839151
41,0.017124509
42,0.017419706
43,0.017725258
44,0.018041721
45,0.01836969
46,0.018709803
47,0.019062748
48,0.019429265
49,0.019810153
50,0.020206272
51,0.020618557
52,0.021048016
53,0.021495746
54,0.021962938
55,0.022450889
56,0.022961014
57,0.02349486
58,0.024054122
59,0.024640657
60,0.025256511
61,0.02590394
62,0.026585433
63,0.027303754
64,0.02806197
65,0.0288635
66,0.029712163
67,0.030612245
68,0.031568563
69,0.032586558
70,0.033672396
71,0.034833091
72,0.036076663
73,0.037412315
74,0.038850668
75,0.04040404
76,0.042086804
77,0.043915828
78,0.045911047
79,0.048096192
80,0.050499737
81,0.053156146
82,0.056107539
83,0.059405941
84,0.063116371
85,0.067321178
86,0.072126221
87,0.077669903
88,0.084136722
89,0.091778203
90,0.100946372
91,0.112149533
92,0.126149803
93,0.144144144
94,0.168126095
95,0.201680672
96,0.251968504
97,0.335664336
98,0.502617801
99,1
100,96
